選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
吉田　裕太,ロッテ,0.22,50.0,132.0,123.0,27.0,2.0,7.0,0.0,2.0,1.0,38.0,4.0,0.0,0.234,0.285,0.519,2.08,2.33,2014.0,1300,捕手,1,23,1991/07/21,183cm,94kg,O型,右右,千葉,False
枡田　慎太郎,楽天,0.219,71.0,251.0,210.0,46.0,5.0,31.0,3.0,35.0,3.0,66.0,1.0,8.0,0.336,0.333,0.669,3.73,3.89,2014.0,4000,外野手,9,27,1987/07/08,178cm,80kg,AB型,右左,京都,False
熊代　聖人,西武,0.217,46.0,140.0,115.0,25.0,0.0,6.0,1.0,19.0,0.0,29.0,6.0,1.0,0.328,0.27,0.598,3.21,3.25,2014.0,1800,外野手,4,25,1989/04/18,175cm,76kg,O型,右右,愛媛,False
鶴岡　慎也,ソフトバンク,0.216,98.0,190.0,162.0,35.0,0.0,25.0,0.0,7.0,0.0,23.0,17.0,5.0,0.243,0.278,0.521,1.59,1.82,2014.0,7600,捕手,12,33,1981/04/11,177cm,77kg,A型,右右,鹿児島,False
飯山　裕志,日本ハム,0.216,84.0,62.0,51.0,11.0,0.0,4.0,0.0,5.0,0.0,15.0,6.0,1.0,0.286,0.255,0.541,2.18,2.18,2014.0,2100,内野手,17,35,1979/07/13,178cm,82kg,B型,右右,鹿児島,False
木村　文紀,西武,0.215,100.0,330.0,284.0,61.0,10.0,27.0,16.0,20.0,3.0,112.0,21.0,3.0,0.272,0.38,0.652,3.16,3.31,2014.0,800,外野手,8,26,1988/09/13,182cm,83kg,O型,右右,東京都,True
ユーキリス,楽天,0.215,21.0,79.0,65.0,14.0,1.0,11.0,0.0,12.0,1.0,23.0,0.0,1.0,0.342,0.323,0.665,4.13,4.31,2014.0,30000,内野手,1,35,1979/03/15,185cm,100kg,不明,右右,アメリカ,True
藤井　彰人,阪神,0.215,34.0,73.0,65.0,14.0,0.0,5.0,0.0,7.0,0.0,10.0,0.0,3.0,0.288,0.262,0.549,2.11,2.23,2014.0,6700,捕手,16,38,1976/06/18,170cm,82kg,AB型,右右,大阪,False
赤松　真人,広島,0.214,74.0,32.0,28.0,6.0,0.0,4.0,12.0,1.0,1.0,8.0,2.0,0.0,0.267,0.286,0.552,2.34,2.53,2014.0,2800,外野手,10,32,1982/09/06,182cm,75kg,O型,右右,京都,False
ランサム,西武,0.212,38.0,138.0,118.0,25.0,2.0,12.0,0.0,18.0,1.0,49.0,1.0,1.0,0.321,0.331,0.652,3.69,3.68,2014.0,9000,内野手,1,38,1976/02/17,188cm,91kg,不明,右右,アメリカ,True
細谷　圭,ロッテ,0.212,45.0,39.0,33.0,7.0,0.0,0.0,1.0,3.0,1.0,8.0,2.0,1.0,0.297,0.212,0.509,1.69,1.83,2014.0,1160,内野手,9,26,1988/01/17,182cm,84kg,B型,右右,群馬,False
井上　晴哉,ロッテ,0.211,36.0,104.0,95.0,20.0,2.0,7.0,0.0,6.0,2.0,23.0,0.0,1.0,0.269,0.316,0.585,2.82,3.00,2014.0,1200,内野手,1,25,1989/07/03,180cm,114kg,A型,右右,広島,False
今浪　隆博,ヤクルト,0.211,13.0,41.0,38.0,8.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.268,0.237,0.505,2.19,2.26,2014.0,1700,内野手,8,30,1984/07/06,172cm,75kg,A型,右左,福岡,False
米野　智人,西武,0.211,12.0,21.0,19.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.19,0.211,0.401,0.44,1.49,2014.0,1200,外野手,15,32,1982/01/21,183cm,83kg,B型,右右,北海道,False
上田　剛史,ヤクルト,0.21,115.0,292.0,252.0,53.0,2.0,20.0,16.0,18.0,3.0,45.0,16.0,1.0,0.268,0.266,0.534,2.49,2.69,2014.0,2400,外野手,8,26,1988/10/02,180cm,73kg,B型,右左,岡山,False
江村　直也,ロッテ,0.208,44.0,61.0,53.0,11.0,0.0,1.0,0.0,3.0,0.0,12.0,5.0,1.0,0.25,0.226,0.476,1.47,1.51,2014.0,980,捕手,4,22,1992/05/06,176cm,83kg,B型,右右,広島,False
金子　圭輔,ソフトバンク,0.208,38.0,61.0,48.0,10.0,0.0,6.0,1.0,9.0,1.0,15.0,3.0,0.0,0.345,0.25,0.595,3.32,3.34,2014.0,1500,内野手,11,29,1985/07/23,180cm,71kg,B型,右両,千葉,False
大嶺　翔太,ロッテ,0.208,16.0,26.0,24.0,5.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.231,0.458,0.689,3.10,3.87,2014.0,530,内野手,5,23,1991/09/17,180cm,82kg,A型,右右,沖縄,False
村田　和哉,日本ハム,0.207,42.0,63.0,58.0,12.0,0.0,1.0,2.0,2.0,0.0,19.0,3.0,1.0,0.233,0.241,0.475,0.73,0.88,2014.0,1000,外野手,7,29,1985/07/23,167cm,65kg,B型,右左,千葉,False
俊介,阪神,0.206,87.0,119.0,102.0,21.0,1.0,6.0,2.0,10.0,1.0,12.0,6.0,3.0,0.283,0.275,0.558,2.28,2.30,2014.0,2800,外野手,5,27,1987/08/17,178cm,68kg,A型,右右,福岡,False
坂　克彦,阪神,0.206,88.0,78.0,63.0,13.0,0.0,6.0,0.0,10.0,0.0,21.0,3.0,0.0,0.307,0.254,0.561,2.97,3.31,2014.0,2100,内野手,11,29,1985/09/06,180cm,76kg,A型,右左,茨城,False
井手　正太郎,DeNA,0.205,36.0,77.0,73.0,15.0,3.0,13.0,0.0,3.0,0.0,20.0,0.0,2.0,0.234,0.37,0.604,2.51,2.77,2014.0,1100,外野手,13,31,1983/10/10,179cm,85kg,O型,右右,宮崎,False
中井　大介,巨人,0.204,23.0,52.0,49.0,10.0,0.0,3.0,1.0,3.0,0.0,13.0,0.0,3.0,0.25,0.286,0.536,1.58,1.58,2014.0,2000,内野手,7,25,1989/11/27,182cm,85kg,B型,右右,三重,False
杉谷　拳士,日本ハム,0.203,87.0,146.0,123.0,25.0,2.0,9.0,11.0,8.0,4.0,19.0,11.0,1.0,0.274,0.317,0.591,3.17,3.21,2014.0,1300,内野手,6,23,1991/02/04,173cm,77kg,B型,右両,東京都,True
後藤　光尊,楽天,0.203,54.0,141.0,138.0,28.0,1.0,11.0,0.0,1.0,0.0,38.0,0.0,5.0,0.206,0.261,0.467,0.89,1.11,2014.0,15000,内野手,13,36,1978/07/27,175cm,77kg,A型,右左,秋田,False
炭谷　銀仁朗,西武,0.202,125.0,423.0,381.0,77.0,7.0,36.0,0.0,17.0,2.0,74.0,20.0,10.0,0.238,0.297,0.535,1.80,1.96,2014.0,7700,捕手,9,27,1987/07/19,180cm,93kg,O型,右右,京都,False
金城　龍彦,DeNA,0.2,90.0,175.0,160.0,32.0,0.0,11.0,0.0,13.0,1.0,21.0,1.0,3.0,0.264,0.238,0.502,1.76,1.79,2014.0,4000,外野手,16,38,1976/07/27,177cm,80kg,A型,右両,大阪,False
鵜久森　淳志,日本ハム,0.2,24.0,44.0,40.0,8.0,0.0,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.273,0.25,0.523,2.36,2.49,2014.0,1000,外野手,10,27,1987/02/01,189cm,92kg,O型,右右,愛媛,False
寺内　崇幸,巨人,0.2,40.0,41.0,35.0,7.0,0.0,0.0,4.0,0.0,2.0,10.0,4.0,1.0,0.243,0.2,0.443,1.63,1.71,2014.0,4000,内野手,8,31,1983/05/27,177cm,74kg,B型,右右,栃木,False
高橋　信二,オリックス,0.2,10.0,32.0,30.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.25,0.267,0.517,2.19,2.18,2014.0,2250,内野手,18,36,1978/08/07,182cm,90kg,A型,右右,岡山,False
宮崎　祐樹,オリックス,0.2,4.0,8.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.5,0.2,0.7,3.94,4.43,2014.0,1200,外野手,4,28,1986/11/29,178cm,85kg,A型,右右,佐賀,False
渡邉　諒,日本ハム,0.2,2.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.333,0.2,0.533,2.85,3.11,2014.0,680,内野手,1,19,1995/04/30,178cm,80kg,B型,右右,茨城,False
堂上　剛裕,中日,0.2,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.4,0.65,0.81,2014.0,2025,外野手,11,29,1985/05/27,183cm,85kg,O型,右左,愛知,False
青松　敬鎔,ロッテ,0.2,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88,2014.0,600,内野手,10,28,1986/12/07,185cm,83kg,O型,右右,京都,False
溝脇　隼人,中日,0.2,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88,2014.0,520,内野手,2,20,1994/05/17,178cm,70kg,O型,右左,熊本,False
梅野　隆太郎,阪神,0.197,92.0,265.0,249.0,49.0,7.0,21.0,0.0,10.0,2.0,78.0,2.0,7.0,0.232,0.349,0.581,2.18,2.34,2014.0,840,捕手,1,23,1991/06/17,173cm,80kg,A型,右右,福岡,False
根元　俊一,ロッテ,0.197,78.0,224.0,198.0,39.0,2.0,21.0,1.0,15.0,1.0,55.0,7.0,4.0,0.253,0.303,0.556,1.80,2.03,2014.0,5850,内野手,9,31,1983/07/08,177cm,77kg,A型,右左,東京都,True
佐藤　賢治,日本ハム,0.196,44.0,114.0,107.0,21.0,3.0,9.0,0.0,4.0,0.0,38.0,3.0,2.0,0.225,0.336,0.562,1.98,2.09,2014.0,930,外野手,8,26,1988/08/26,181cm,87kg,A型,右左,東京都,True
谷繁　元信,中日,0.195,91.0,274.0,226.0,44.0,1.0,23.0,0.0,39.0,2.0,36.0,5.0,8.0,0.316,0.257,0.573,2.61,2.75,2014.0,13000,捕手,26,44,1970/12/21,176cm,81kg,不明,右右,広島,False
セペダ,巨人,0.194,52.0,132.0,108.0,21.0,6.0,18.0,0.0,23.0,0.0,38.0,0.0,4.0,0.333,0.389,0.722,4.21,4.51,2014.0,15000,外野手,1,34,1980/04/08,178cm,93kg,不明,右両,キューバ,True
石原　慶幸,広島,0.192,80.0,223.0,193.0,37.0,4.0,19.0,1.0,21.0,1.0,43.0,8.0,6.0,0.274,0.295,0.57,2.21,2.26,2014.0,10000,捕手,13,35,1979/09/07,177cm,90kg,A型,右右,岐阜,False
岩本　貴裕,広島,0.192,39.0,55.0,52.0,10.0,2.0,10.0,0.0,2.0,0.0,10.0,0.0,3.0,0.218,0.346,0.564,1.67,2.05,2014.0,2000,外野手,6,28,1986/04/18,182cm,96kg,A型,左左,広島,False
谷内　亮太,ヤクルト,0.191,43.0,99.0,89.0,17.0,1.0,16.0,0.0,4.0,1.0,14.0,2.0,1.0,0.227,0.27,0.496,1.62,2.03,2014.0,800,内野手,2,23,1991/02/03,177cm,79kg,B型,右右,石川,False
細川　亨,ソフトバンク,0.19,112.0,294.0,247.0,47.0,5.0,32.0,0.0,12.0,3.0,83.0,29.0,3.0,0.234,0.287,0.521,1.85,2.03,2014.0,6400,捕手,13,34,1980/01/04,183cm,102kg,B型,右右,青森,False
岡田　雅利,西武,0.188,22.0,36.0,32.0,6.0,0.0,2.0,0.0,0.0,1.0,7.0,3.0,0.0,0.212,0.25,0.462,1.41,1.40,2014.0,1000,捕手,1,25,1989/06/30,172cm,80kg,B型,右右,奈良,False
岩崎　達郎,楽天,0.185,56.0,63.0,54.0,10.0,0.0,7.0,0.0,5.0,1.0,12.0,3.0,1.0,0.267,0.259,0.526,1.80,1.87,2014.0,2000,内野手,8,30,1984/12/28,175cm,75kg,O型,右右,神奈川,False
藤村　大介,巨人,0.185,21.0,29.0,27.0,5.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.241,0.222,0.464,2.30,2.37,2014.0,1800,内野手,7,25,1989/07/25,174cm,73kg,AB型,右左,熊本,False
大松　尚逸,ロッテ,0.183,36.0,90.0,82.0,15.0,2.0,9.0,0.0,7.0,1.0,12.0,0.0,2.0,0.256,0.341,0.597,2.62,2.65,2014.0,4000,内野手,10,32,1982/06/16,184cm,93kg,B型,左左,石川,False
永江　恭平,西武,0.182,65.0,100.0,88.0,16.0,0.0,3.0,0.0,5.0,0.0,31.0,7.0,2.0,0.226,0.261,0.487,1.24,1.23,2014.0,1000,内野手,3,21,1993/05/07,174cm,77kg,B型,右左,佐賀,False
森山　周,楽天,0.182,50.0,53.0,44.0,8.0,0.0,0.0,8.0,3.0,0.0,12.0,6.0,0.0,0.234,0.205,0.439,1.69,1.75,2014.0,2000,外野手,9,33,1981/08/11,179cm,74kg,O型,右左,兵庫,False
梅田　尚通,西武,0.182,4.0,12.0,11.0,2.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.25,0.455,0.705,2.54,3.05,2014.0,600,内野手,7,25,1989/06/28,185cm,85kg,B型,右左,福井,False
矢野　謙次,巨人,0.179,54.0,85.0,78.0,14.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,3.0,0.217,0.218,0.435,0.77,0.96,2014.0,6000,外野手,12,34,1980/09/21,178cm,81kg,O型,右右,東京都,True
柴田　講平,阪神,0.179,27.0,40.0,39.0,7.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,0.2,0.205,0.405,0.52,0.61,2014.0,1150,外野手,6,28,1986/07/17,177cm,73kg,A型,左左,福岡,False
松井　雅人,中日,0.176,67.0,162.0,142.0,25.0,1.0,4.0,3.0,16.0,0.0,47.0,4.0,3.0,0.259,0.232,0.492,1.67,1.80,2014.0,1000,捕手,5,27,1987/11/19,179cm,78kg,A型,右左,群馬,False
三木　亮,ロッテ,0.176,18.0,20.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.222,0.176,0.399,-0.26,-0.18,2014.0,1200,内野手,1,23,1991/10/25,175cm,78kg,A型,右右,大阪,False
大野　奨太,日本ハム,0.174,105.0,304.0,259.0,45.0,6.0,19.0,0.0,19.0,5.0,52.0,19.0,6.0,0.242,0.282,0.524,1.83,2.03,2014.0,3600,捕手,6,27,1987/01/13,177cm,79kg,O型,右右,岐阜,False
小斉　祐輔,楽天,0.172,17.0,32.0,29.0,5.0,1.0,4.0,0.0,3.0,0.0,8.0,0.0,0.0,0.25,0.345,0.595,2.38,2.55,2014.0,1200,内野手,9,31,1983/04/30,178cm,88kg,A型,右左,大阪,False
清田　育宏,ロッテ,0.17,24.0,59.0,47.0,8.0,4.0,10.0,0.0,8.0,2.0,16.0,2.0,1.0,0.316,0.511,0.826,4.71,4.95,2014.0,3000,外野手,5,28,1986/02/11,180cm,85kg,A型,右右,千葉,False
古本　武尊,中日,0.167,16.0,20.0,18.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.211,0.167,0.377,0.62,0.79,2014.0,600,外野手,2,24,1990/12/04,176cm,87kg,B型,右左,福岡,False
早坂　圭介,ロッテ,0.167,13.0,6.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.167,0.667,0.833,5.71,6.32,2014.0,1270,内野手,12,30,1984/06/19,176cm,63kg,O型,右両,神奈川,False
白濱　裕太,広島,0.161,30.0,71.0,62.0,10.0,1.0,1.0,0.0,5.0,0.0,17.0,4.0,0.0,0.224,0.226,0.45,1.16,1.36,2014.0,750,捕手,11,29,1985/10/31,180cm,92kg,A型,右右,大阪,False
川本　良平,ロッテ,0.158,21.0,41.0,38.0,6.0,2.0,6.0,0.0,0.0,0.0,8.0,3.0,0.0,0.158,0.368,0.526,1.73,1.93,2014.0,2000,捕手,10,32,1982/04/28,178cm,85kg,A型,右右,広島,False
田村　龍弘,ロッテ,0.156,50.0,148.0,128.0,20.0,0.0,10.0,0.0,10.0,1.0,27.0,9.0,2.0,0.223,0.203,0.426,0.98,1.10,2014.0,630,捕手,2,20,1994/05/13,174cm,80kg,A型,右右,大阪,False
西浦　直亨,ヤクルト,0.156,14.0,36.0,32.0,5.0,1.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,0.25,0.281,0.531,2.30,2.54,2014.0,1200,内野手,1,23,1991/04/11,178cm,75kg,B型,右右,奈良,False
宮崎　敏郎,DeNA,0.154,5.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.154,0.231,0.385,0.47,0.52,2014.0,950,内野手,2,26,1988/12/12,172cm,85kg,B型,右右,佐賀,False
小関　翔太,楽天,0.152,53.0,111.0,99.0,15.0,0.0,5.0,0.0,0.0,1.0,31.0,11.0,1.0,0.16,0.202,0.362,0.28,0.34,2014.0,560,捕手,5,23,1991/09/06,181cm,81kg,B型,右右,福岡,False
上本　達之,西武,0.148,18.0,30.0,27.0,4.0,0.0,2.0,0.0,3.0,0.0,8.0,0.0,1.0,0.233,0.259,0.493,1.33,1.33,2014.0,1700,捕手,12,34,1980/11/08,186cm,96kg,B型,右左,山口,False
高城　俊人,DeNA,0.145,48.0,76.0,69.0,10.0,0.0,4.0,0.0,5.0,2.0,28.0,0.0,0.0,0.224,0.188,0.412,0.98,1.19,2014.0,900,捕手,3,21,1993/05/03,176cm,86kg,AB型,右右,福岡,False
榎本　葵,楽天,0.143,24.0,23.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.182,0.286,0.468,0.23,0.41,2014.0,700,外野手,4,22,1992/07/24,179cm,78kg,O型,左左,神奈川,False
金子　誠,日本ハム,0.143,17.0,23.0,21.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.174,0.143,0.317,-0.40,0.28,2014.0,6800,内野手,21,39,1975/11/08,185cm,84kg,B型,右右,千葉,False
堤　裕貴,オリックス,0.143,5.0,16.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.143,0.143,0.286,-0.18,-0.04,2014.0,550,内野手,3,21,1993/09/21,173cm,74kg,B型,右左,佐賀,False
森越　祐人,中日,0.143,19.0,12.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.4,0.143,0.543,3.33,3.54,2014.0,750,内野手,4,26,1988/08/11,178cm,70kg,A型,右右,愛知,False
ベタンコート,オリックス,0.141,18.0,74.0,71.0,10.0,0.0,4.0,0.0,0.0,0.0,15.0,2.0,2.0,0.139,0.155,0.294,-0.69,-0.40,2014.0,10000,内野手,1,32,1982/01/31,178cm,93kg,不明,右右,キューバ,True
三ツ俣　大樹,中日,0.139,29.0,41.0,36.0,5.0,1.0,4.0,0.0,0.0,0.0,10.0,4.0,1.0,0.135,0.278,0.413,0.48,0.93,2014.0,800,内野手,4,22,1992/05/11,177cm,80kg,O型,右右,東京都,True
三ツ俣　大樹,オリックス,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,2014.0,800,内野手,4,22,1992/05/11,177cm,80kg,O型,右右,東京都,True
實松　一成,巨人,0.136,14.0,27.0,22.0,3.0,0.0,1.0,1.0,3.0,0.0,8.0,2.0,2.0,0.24,0.136,0.376,0.14,0.32,2014.0,4000,捕手,16,33,1981/01/18,177cm,85kg,A型,右右,佐賀,False
武山　真吾,中日,0.127,33.0,72.0,63.0,8.0,1.0,5.0,0.0,3.0,1.0,15.0,4.0,1.0,0.176,0.175,0.351,0.22,0.62,2014.0,1200,捕手,12,30,1984/06/22,179cm,88kg,O型,右右,愛知,False
武山　真吾,西武,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,2014.0,1200,捕手,12,30,1984/06/22,179cm,88kg,O型,右右,愛知,False
縞田　拓弥,オリックス,0.125,36.0,29.0,24.0,3.0,1.0,1.0,2.0,3.0,0.0,11.0,2.0,1.0,0.222,0.292,0.514,1.76,1.99,2014.0,1300,内野手,3,27,1987/01/22,180cm,80kg,O型,右右,福岡,False
谷　佳知,オリックス,0.125,9.0,20.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.3,0.25,0.55,2.83,2.89,2014.0,3000,外野手,18,41,1973/02/09,173cm,77kg,O型,右右,大阪,False
武田　健吾,オリックス,0.125,5.0,10.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.222,0.25,0.472,1.51,1.52,2014.0,550,外野手,2,20,1994/04/18,183cm,78kg,O型,右右,福岡,False
岩崎　恭平,オリックス,0.125,15.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.222,0.125,0.347,-0.24,0.14,2014.0,900,内野手,6,28,1986/04/04,178cm,73kg,AB型,右左,神奈川,False
岩崎　恭平,中日,0.107,18.0,30.0,28.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.167,0.107,0.274,-0.75,-0.46,2014.0,900,内野手,6,28,1986/04/04,178cm,73kg,AB型,右左,神奈川,False
荒木　郁也,阪神,0.125,15.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.125,0.125,0.25,-1.52,-1.29,2014.0,600,内野手,4,26,1988/04/25,183cm,70kg,B型,右左,東京都,True
迎　祐一郎,広島,0.125,4.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.125,0.125,0.25,-0.82,-0.58,2014.0,1100,外野手,15,33,1981/12/22,180cm,81kg,AB型,右右,佐賀,False
岡　大海,日本ハム,0.114,15.0,39.0,35.0,4.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,0.0,0.184,0.114,0.298,-0.23,0.06,2014.0,840,内野手,1,23,1991/07/15,185cm,83kg,B型,右右,岡山,False
松中　信彦,ソフトバンク,0.111,33.0,33.0,27.0,3.0,0.0,4.0,0.0,4.0,1.0,6.0,0.0,0.0,0.242,0.148,0.391,1.11,1.71,2014.0,3500,内野手,18,41,1973/12/26,183cm,97kg,B型,左左,熊本,False
エバンス,楽天,0.111,5.0,18.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.111,0.111,0.222,-1.07,-0.84,2014.0,3500,内野手,1,28,1986/01/30,187cm,99kg,不明,右右,アメリカ,True
李　杜軒,ソフトバンク,0.111,5.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.111,0.111,0.222,-1.14,-0.91,2014.0,1400,内野手,8,26,1988/04/21,173cm,88kg,A型,右右,台湾,True
中島　俊哉,楽天,0.111,4.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.111,0.222,-1.00,-0.78,2014.0,1620,外野手,12,34,1980/06/10,180cm,80kg,O型,右右,福岡,False
山崎　勝己,オリックス,0.108,60.0,79.0,65.0,7.0,0.0,4.0,0.0,2.0,1.0,20.0,11.0,0.0,0.147,0.123,0.27,-0.25,-0.08,2014.0,3400,捕手,14,32,1982/08/16,180cm,83kg,O型,右右,兵庫,False
清水　誉,阪神,0.107,26.0,32.0,28.0,3.0,0.0,2.0,0.0,2.0,1.0,8.0,1.0,0.0,0.194,0.143,0.336,0.27,0.49,2014.0,1500,捕手,8,30,1984/04/23,178cm,75kg,A型,右右,兵庫,False
中田　亮二,中日,0.105,16.0,22.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.19,0.211,0.401,0.82,0.90,2014.0,750,内野手,5,27,1987/11/03,171cm,107kg,A型,右左,大阪,False
山川　穂高,西武,0.1,14.0,34.0,30.0,3.0,2.0,3.0,0.0,4.0,0.0,10.0,0.0,0.0,0.206,0.3,0.506,1.75,2.23,2014.0,1200,内野手,1,23,1991/11/23,176cm,105kg,A型,右右,沖縄,False
倉　義和,広島,0.093,26.0,50.0,43.0,4.0,1.0,2.0,0.0,2.0,2.0,14.0,3.0,1.0,0.17,0.163,0.333,-0.04,0.21,2014.0,3300,捕手,17,39,1975/07/27,179cm,90kg,O型,右右,京都,False
伊志嶺　忠,楽天,0.091,14.0,25.0,22.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.167,0.091,0.258,-0.85,-0.55,2014.0,1300,捕手,7,29,1985/06/22,178cm,78kg,AB型,右左,沖縄,False
山本　和作,オリックス,0.083,16.0,16.0,12.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.2,0.083,0.283,-0.44,0.41,2014.0,1200,内野手,6,28,1986/09/21,182cm,85kg,AB型,右右,兵庫,False
牧原　大成,ソフトバンク,0.077,11.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.077,0.077,0.154,-1.80,-1.57,2014.0,700,内野手,4,22,1992/10/15,172cm,66kg,A型,右左,福岡,False
星　孝典,西武,0.077,11.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.077,0.154,0.231,-2.20,-2.16,2014.0,1500,捕手,10,32,1982/05/04,176cm,82kg,B型,右右,宮城,False
小田　幸平,中日,0.063,17.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.063,0.063,0.125,-2.52,-2.40,2014.0,2700,捕手,17,37,1977/03/15,180cm,84kg,A型,右右,兵庫,False
内田　靖人,楽天,0.059,7.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.059,0.059,0.118,-2.37,-2.18,2014.0,600,捕手,1,19,1995/05/30,185cm,94kg,O型,右右,福島,False
西森　将司,DeNA,0.045,12.0,25.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.045,0.045,0.091,-2.29,-2.14,2014.0,500,捕手,3,27,1987/12/29,182cm,80kg,A型,右両,京都,False
吉川　大幾,中日,0.0,16.0,17.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.067,0.0,0.067,-1.73,-1.45,2014.0,750,内野手,4,22,1992/08/21,175cm,70kg,A型,右両,大阪,False
石川　貢,西武,0.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.091,0.0,0.091,-2.57,-2.21,2014.0,700,外野手,5,23,1991/06/16,180cm,85kg,B型,右左,愛知,False
飛雄馬,DeNA,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.78,-2.50,2014.0,560,内野手,3,23,1991/03/17,181cm,95kg,B型,右右,大阪,False
藤井　亮太,ヤクルト,0.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.143,0.0,0.143,-2.53,-2.08,2014.0,720,捕手,1,26,1988/09/30,176cm,73kg,A型,右左,兵庫,False
高橋　大樹,広島,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.52,2014.0,700,外野手,2,20,1994/05/11,181cm,85kg,O型,右右,大阪,False
高谷　裕亮,ソフトバンク,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,2014.0,1800,捕手,8,33,1981/11/13,179cm,83kg,O型,右左,栃木,False
